id_empleado,nombre,apellido,género,provincia,ciudad,fecha_contratacion,departamento,puesto_trabajo,nivel_educacion,salario,calificacion_desempeno,horas_extra,fecha_nacimiento,fecha_terminacion
00-13026428,Adolfo,Hierro,Hombre,Managua,Ciudad Sandino,2016-11-17,Operaciones,Analista de Operaciones,Licenciatura,66527,Bueno,No,1975-05-14,
00-21727533,Leopoldo,Galiano,Mujer,Managua,Tipitapa,2024-01-18,RRHH,Asistente de RRHH,Licenciatura,59916,Bueno,No,1989-06-03,
00-75829146,Eusebio,Ballesteros,Hombre,Estelí,Pueblo Nuevo,2018-08-26,Ventas,Representante de Ventas,Licenciatura,66759,Bueno,No,1974-09-16,
00-17522583,Angelino,Codina,Mujer,Rivas,San Jorge,2023-11-07,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,62034,Bueno,Sí,1976-06-16,
00-29856967,Guadalupe,Martín,Hombre,Rivas,Rivas,2022-05-01,Operaciones,Especialista en Inventario,Secundaria,66306,Satisfactorio,No,1970-04-27,
00-61823158,Chucho,Avilés,Mujer,Managua,Managua,2018-02-09,Operaciones,Coordinador de Logística,Licenciatura,58842,Bueno,No,1981-03-09,
00-57158074,Gaspar,Cuéllar,Hombre,Managua,Tipitapa,2018-09-02,Ventas,Representante de Ventas,Licenciatura,69616,Bueno,Sí,1976-03-24,
00-85300576,Emiliana,Elías,Hombre,Chinandega,Chinandega,2016-12-18,Ventas,Gerente de Ventas,Doctorado,91934,Excelente,No,1985-06-04,
00-65782199,Maribel,Palomino,Mujer,Estelí,Condega,2023-12-06,TI,Desarrollador de Software,Maestría,83827,Satisfactorio,No,2004-05-14,
00-66885794,Ciro,Martínez,Mujer,Managua,Managua,2022-04-28,Operaciones,Coordinador de Logística,Licenciatura,58138,Bueno,Sí,1998-02-23,
00-88809974,Tomasa,Pinilla,Mujer,Managua,Tipitapa,2020-10-26,Operaciones,Coordinador de Logística,Licenciatura,55194,Necesita Mejora,No,1979-11-26,
00-50698994,Marta,Roma,Hombre,Managua,Managua,2019-11-03,Finanzas,Analista Financiero,Licenciatura,81218,Excelente,No,1973-10-05,
00-18873909,Berto,Marco,Mujer,Rivas,Rivas,2024-06-20,Operaciones,Especialista en Inventario,Secundaria,59888,Satisfactorio,No,1989-01-27,
00-60435319,Domingo,Llobet,Mujer,Managua,Ciudad Sandino,2016-04-30,Ventas,Representante de Ventas,Licenciatura,58116,Bueno,No,1997-10-19,
00-46685578,Severiano,Zamorano,Mujer,Managua,Managua,2019-03-18,Ventas,Consultor de Ventas,Licenciatura,79957,Satisfactorio,No,1962-06-02,
00-86224438,Hugo,Barragán,Mujer,Managua,Ciudad Sandino,2022-02-09,TI,Administrador de Sistemas,Licenciatura,98585,Bueno,No,1980-10-26,
00-34965358,Luna,Ángel,Mujer,Managua,Tipitapa,2023-12-26,Atención al Cliente,Especialista de Soporte,Licenciatura,59317,Necesita Mejora,No,1983-10-08,
00-75845287,Alondra,Madrigal,Hombre,Managua,Managua,2015-06-05,Ventas,Representante de Ventas,Licenciatura,75978,Bueno,No,1981-03-11,
00-88545322,Regina,Moliner,Hombre,Managua,Tipitapa,2018-04-05,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,66909,Bueno,Sí,1985-09-23,
00-72203452,Consuelo,Otero,Mujer,Managua,Ciudad Sandino,2017-12-04,Operaciones,Coordinador de Logística,Licenciatura,54032,Bueno,No,1991-10-31,
00-45255913,Encarnacion,Valderrama,Mujer,Managua,Tipitapa,2018-07-09,Operaciones,Coordinador de Logística,Licenciatura,57458,Bueno,No,1970-12-17,
00-95437748,Evelia,Valenciano,Mujer,Managua,Managua,2019-06-29,Finanzas,Especialista en Cuentas por Pagar,Licenciatura,53141,Satisfactorio,No,1990-04-12,
00-48612968,Geraldo,Guerrero,Hombre,Managua,Ciudad Sandino,2019-09-15,Marketing,Coordinador de Marketing,Licenciatura,73266,Excelente,Sí,1980-08-03,
00-96541691,Guillermo,Abellán,Hombre,Managua,Ciudad Sandino,2017-02-13,Operaciones,Especialista en Inventario,Licenciatura,72909,Necesita Mejora,No,1974-09-30,
00-47207440,Adela,Carranza,Hombre,Managua,Ciudad Sandino,2020-09-26,Operaciones,Analista de Operaciones,Maestría,55135,Bueno,No,1988-05-16,
00-58554539,Hipólito,Ribera,Hombre,Managua,Ciudad Sandino,2020-05-31,TI,Especialista de Soporte TI,Secundaria,63063,Satisfactorio,Sí,1973-04-02,
00-44616300,Nazario,Olmo,Mujer,Chinandega,El Realejo,2021-07-23,Operaciones,Especialista en Inventario,Secundaria,57661,Satisfactorio,Sí,1966-04-29,
00-26050250,Febe,Garay,Mujer,Rivas,San Juan del Sur,2018-01-05,Atención al Cliente,Representante de Atención al Cliente,Secundaria,62574,Bueno,No,1963-10-28,
00-12354860,Heriberto,Lucena,Hombre,Managua,Managua,2023-04-03,Atención al Cliente,Especialista de Soporte,Secundaria,59438,Satisfactorio,No,1981-12-08,
00-17853132,Borja,Mena,Hombre,Estelí,Estelí,2017-04-20,Ventas,Representante de Ventas,Licenciatura,68165,Bueno,No,1964-09-22,
00-28186152,Carmelita,Morante,Hombre,Managua,Tipitapa,2018-10-07,Operaciones,Analista de Operaciones,Maestría,61097,Bueno,No,1982-02-02,
00-58474537,Danilo,Mínguez,Mujer,Rivas,San Juan del Sur,2019-05-05,Finanzas,Contador,Licenciatura,69516,Bueno,Sí,1982-06-26,
00-48903840,Lourdes,Andres,Hombre,Estelí,Condega,2017-10-30,Operaciones,Especialista en Inventario,Licenciatura,69794,Bueno,No,1990-08-07,
00-78969993,Guillermo,Murillo,Hombre,Managua,Managua,2017-10-31,Ventas,Especialista de Ventas,Maestría,75985,Bueno,No,1970-04-21,
00-22684736,Ágata,Tello,Hombre,Managua,Managua,2020-11-30,TI,Desarrollador de Software,Maestría,89640,Necesita Mejora,No,1987-10-19,
00-53299559,Nayara,Aranda,Mujer,Managua,Ciudad Sandino,2023-08-24,TI,Especialista de Soporte TI,Secundaria,63278,Satisfactorio,No,1959-12-25,
00-50409241,Alma,Cortés,Hombre,Managua,Managua,2017-08-17,Atención al Cliente,Especialista de Soporte,Licenciatura,58763,Bueno,No,1996-05-12,
00-58656970,Tecla,Naranjo,Mujer,Managua,Ciudad Sandino,2016-06-17,Finanzas,Contador,Licenciatura,54920,Bueno,No,1981-01-30,
00-29289438,Odalys,Riba,Hombre,Managua,Tipitapa,2015-12-04,TI,Especialista de Soporte TI,Secundaria,68716,Excelente,No,1971-08-27,
00-60065117,Basilio,Vázquez,Hombre,Managua,Tipitapa,2023-04-19,TI,Desarrollador de Software,Maestría,78420,Bueno,No,1988-02-20,
00-31881401,Luciana,Moles,Mujer,Managua,Tipitapa,2016-07-21,Operaciones,Coordinador de Logística,Licenciatura,56804,Satisfactorio,No,2000-03-10,
00-39677351,Alejo,Galindo,Hombre,Managua,Managua,2023-07-30,Ventas,Especialista de Ventas,Doctorado,82835,Necesita Mejora,Sí,1969-05-03,
00-80551927,Natanael,Otero,Mujer,Managua,Tipitapa,2023-01-25,Ventas,Representante de Ventas,Licenciatura,68633,Bueno,No,1995-01-23,
00-25296356,Eustaquio,Lozano,Hombre,Managua,Ciudad Sandino,2019-11-03,Ventas,Consultor de Ventas,Maestría,95972,Satisfactorio,No,1979-02-09,
00-27613681,Norberto,Perez,Hombre,Rivas,San Juan del Sur,2024-08-16,RRHH,Coordinador de RRHH,Licenciatura,71058,Satisfactorio,Sí,1978-10-31,
00-51818682,Purificación,Daza,Mujer,Rivas,San Juan del Sur,2022-07-27,TI,Desarrollador de Software,Maestría,104572,Satisfactorio,No,2003-11-27,
00-69315901,Roque,Exposito,Hombre,Managua,Tipitapa,2023-08-05,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,59545,Bueno,No,1994-02-23,
00-55908520,Rosaura,Mendez,Mujer,Rivas,San Juan del Sur,2017-09-14,Atención al Cliente,Técnico de Mesa de Ayuda,Licenciatura,78072,Bueno,Sí,1999-10-18,
00-25917805,Maxi,Angulo,Mujer,Managua,Managua,2017-04-09,Marketing,Creador de Contenido,Secundaria,55236,Excelente,No,1991-02-27,
00-40410305,Chema,Valdés,Mujer,Managua,Ciudad Sandino,2018-11-16,Atención al Cliente,Gerente de Atención al Cliente,Maestría,97297,Bueno,No,1987-06-15,
00-20550179,Ramiro,Sans,Mujer,Managua,Tipitapa,2019-10-29,Operaciones,Coordinador de Logística,Licenciatura,58058,Excelente,No,1962-07-12,
00-12524153,Marciano,Garzón,Mujer,Managua,Managua,2023-07-11,Atención al Cliente,Representante de Atención al Cliente,Secundaria,56977,Bueno,Sí,2000-05-28,
00-36353784,Gabino,Caparrós,Mujer,Managua,Tipitapa,2016-05-16,Ventas,Consultor de Ventas,Licenciatura,85291,Bueno,No,1976-05-24,
00-89614758,Anselmo,Franch,Mujer,Managua,Ciudad Sandino,2016-11-29,Marketing,Creador de Contenido,Licenciatura,63369,Satisfactorio,No,1977-03-21,
00-15809144,Vicente,Velasco,Hombre,Managua,Ciudad Sandino,2016-01-10,TI,Especialista de Soporte TI,Secundaria,56502,Bueno,No,1986-06-20,
00-22952493,Almudena,Vall,Mujer,Managua,Ciudad Sandino,2023-02-26,Ventas,Representante de Ventas,Licenciatura,77305,Bueno,No,1963-07-25,
00-88866745,Noé,Tomás,Mujer,Managua,Managua,2023-09-24,TI,Administrador de Sistemas,Maestría,96516,Bueno,Sí,2001-12-16,
00-57182050,Azucena,Menéndez,Mujer,Estelí,Estelí,2015-10-10,TI,Especialista de Soporte TI,Licenciatura,59377,Bueno,No,1981-01-27,
00-47228730,Eric,Cabello,Hombre,Rivas,San Juan del Sur,2024-10-27,TI,Especialista de Soporte TI,Secundaria,53801,Bueno,Sí,1991-10-28,
00-31549640,Ascensión,Cazorla,Hombre,Managua,Tipitapa,2023-03-16,Atención al Cliente,Representante de Atención al Cliente,Secundaria,63480,Bueno,No,1997-06-17,
00-42456869,Angelino,Segovia,Hombre,Managua,Ciudad Sandino,2020-05-21,TI,Administrador de Sistemas,Licenciatura,75121,Bueno,No,2003-06-26,
00-87595788,Rosaura,Yuste,Mujer,Managua,Ciudad Sandino,2022-02-12,RRHH,Reclutador,Secundaria,58622,Satisfactorio,Sí,1962-02-06,
00-35709072,María,Arregui,Mujer,Rivas,Rivas,2024-09-07,TI,Especialista de Soporte TI,Licenciatura,61798,Bueno,No,1980-06-30,
00-82091897,Dorotea,Bonet,Hombre,Chinandega,El Realejo,2015-05-02,Operaciones,Especialista en Inventario,Secundaria,60155,Necesita Mejora,Sí,1989-04-06,
00-38724658,Tamara,Arteaga,Mujer,Chinandega,El Realejo,2024-02-07,Ventas,Especialista de Ventas,Maestría,90326,Necesita Mejora,Sí,1987-08-29,
00-59185834,María Dolores,Miguel,Hombre,Managua,Tipitapa,2022-01-09,Atención al Cliente,Representante de Atención al Cliente,Secundaria,59258,Bueno,No,1973-02-02,
00-24404851,Marta,Miguel,Hombre,Managua,Tipitapa,2017-08-21,Operaciones,Especialista en Inventario,Secundaria,61493,Satisfactorio,No,1968-03-18,
00-66920644,Hugo,Montesinos,Hombre,Rivas,San Juan del Sur,2017-03-15,Operaciones,Coordinador de Logística,Licenciatura,64074,Satisfactorio,No,1996-03-05,
00-25145863,Luciano,Lloret,Hombre,Managua,Managua,2022-07-13,Ventas,Representante de Ventas,Licenciatura,81817,Necesita Mejora,Sí,1971-11-30,
00-72532267,María Teresa,Sainz,Hombre,Managua,Ciudad Sandino,2016-09-01,Ventas,Especialista de Ventas,Maestría,84073,Bueno,No,1980-07-25,
00-58486215,Leandro,Company,Hombre,Managua,Ciudad Sandino,2022-02-27,Marketing,Coordinador de Marketing,Licenciatura,72487,Satisfactorio,No,1981-03-30,
00-15450389,Darío,Alcántara,Mujer,Granada,Granada,2016-12-15,Atención al Cliente,Técnico de Mesa de Ayuda,Licenciatura,71065,Bueno,Sí,2003-06-19,
00-61644447,Charo,Vilaplana,Mujer,Matagalpa,Matiguás,2017-02-07,Ventas,Consultor de Ventas,Doctorado,78816,Bueno,No,1991-07-17,
00-51876858,Candela,Ordóñez,Hombre,Managua,Ciudad Sandino,2022-07-19,TI,Administrador de Sistemas,Maestría,69548,Satisfactorio,No,1984-10-06,
00-84345332,Kike,Cid,Mujer,Chinandega,Corinto,2019-12-10,Operaciones,Analista de Operaciones,Maestría,70252,Satisfactorio,No,1971-06-13,
00-19342782,Nilda,Luque,Mujer,Rivas,San Jorge,2023-07-28,Marketing,Especialista en SEO,Secundaria,60888,Satisfactorio,No,1985-12-08,
00-59317149,Francisco Javier,Belda,Hombre,Managua,Ciudad Sandino,2017-04-24,TI,Especialista de Soporte TI,Secundaria,61236,Excelente,No,1973-05-17,
00-24115931,Tecla,Nevado,Hombre,Managua,Ciudad Sandino,2019-07-16,TI,Desarrollador de Software,Maestría,86152,Bueno,No,1976-06-08,
00-21409300,Aureliano,Castillo,Hombre,Rivas,Rivas,2016-01-11,Ventas,Especialista de Ventas,Maestría,62558,Bueno,Sí,1974-09-03,
00-89263249,Vanesa,Ayuso,Hombre,Managua,Managua,2024-02-08,Operaciones,Especialista en Inventario,Secundaria,53429,Satisfactorio,No,1999-05-21,
00-18685284,Baltasar,Boix,Hombre,Managua,Tipitapa,2018-06-05,Atención al Cliente,Especialista de Soporte,Licenciatura,63369,Bueno,Sí,1973-09-05,
00-36878911,Gastón,Salmerón,Mujer,Managua,Tipitapa,2020-08-12,Ventas,Especialista de Ventas,Maestría,77383,Bueno,No,1973-01-08,
00-41255233,Mateo,Márquez,Hombre,Rivas,San Juan del Sur,2023-10-25,Operaciones,Coordinador de Logística,Licenciatura,62670,Satisfactorio,Sí,2004-07-04,
00-47382097,Leyre,Bermudez,Mujer,Granada,Granada,2022-12-21,Atención al Cliente,Representante de Atención al Cliente,Secundaria,64001,Bueno,No,1972-08-09,
00-46637787,Marisol,Solana,Mujer,Managua,Managua,2022-07-26,Ventas,Representante de Ventas,Licenciatura,67854,Bueno,Sí,1987-11-23,
00-57794571,Ciro,Solís,Mujer,Chinandega,El Realejo,2019-02-05,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,60716,Bueno,Sí,1983-02-21,
00-75032899,Martín,Solana,Hombre,Managua,Ciudad Sandino,2020-06-20,Marketing,Creador de Contenido,Secundaria,67452,Bueno,No,1974-06-12,
00-71020042,Jacobo,Cobo,Mujer,Estelí,Estelí,2016-11-10,Finanzas,Analista Financiero,Maestría,85124,Satisfactorio,No,1982-09-21,
00-76742957,Encarnita,Jordá,Mujer,Managua,Tipitapa,2017-11-29,Atención al Cliente,Especialista de Soporte,Secundaria,66052,Bueno,Sí,1965-09-02,
00-23368540,Ruben,Español,Hombre,Rivas,San Jorge,2022-09-12,TI,Desarrollador de Software,Maestría,81580,Excelente,Sí,1993-10-30,
00-13590174,Graciela,Murillo,Mujer,Granada,Nandaime,2024-10-14,Operaciones,Especialista en Inventario,Secundaria,53735,Bueno,Sí,1993-07-11,
00-53883276,Sofía,Morcillo,Mujer,Managua,Managua,2017-06-14,Operaciones,Gerente de Operaciones,Maestría,111664,Bueno,No,1987-02-18,
00-22929680,Amor,Bas,Mujer,Managua,Ciudad Sandino,2022-06-23,Marketing,Especialista en SEO,Secundaria,85032,Bueno,No,1980-10-25,
00-79786361,Pascual,Tejero,Mujer,Estelí,Pueblo Nuevo,2022-06-17,Operaciones,Analista de Operaciones,Licenciatura,75666,Bueno,Sí,1993-01-06,
00-49401349,Francisco,Lumbreras,Hombre,Managua,Tipitapa,2022-10-07,Operaciones,Analista de Operaciones,Maestría,69979,Bueno,No,1992-05-06,
00-45120118,Elisabet,Castejón,Mujer,Managua,Tipitapa,2020-07-04,Atención al Cliente,Especialista de Soporte,Licenciatura,56870,Satisfactorio,No,1987-10-27,
00-12371679,Santiago,Campo,Mujer,Managua,Ciudad Sandino,2024-04-28,Ventas,Representante de Ventas,Licenciatura,66440,Excelente,No,1989-11-26,
00-25989909,Florentina,Belda,Hombre,Managua,Managua,2018-10-16,Ventas,Representante de Ventas,Licenciatura,79906,Satisfactorio,No,2004-03-25,
00-60511038,Berta,Serra,Mujer,Managua,Tipitapa,2019-05-26,Ventas,Representante de Ventas,Licenciatura,61596,Satisfactorio,Sí,1993-10-31,
00-33738978,Severiano,Gómez,Mujer,Managua,Tipitapa,2020-08-14,Operaciones,Especialista en Inventario,Licenciatura,56652,Bueno,Sí,1971-02-11,
00-32031067,Carlota,Cuenca,Mujer,Managua,Managua,2020-12-21,Ventas,Especialista de Ventas,Doctorado,100007,Bueno,Sí,1976-04-01,
00-62221499,Rodrigo,Batalla,Mujer,Managua,Ciudad Sandino,2019-05-05,Operaciones,Coordinador de Logística,Licenciatura,62996,Bueno,No,1981-02-20,
00-75841004,Odalys,Rosa,Hombre,Managua,Tipitapa,2022-10-13,Operaciones,Especialista en Inventario,Licenciatura,65915,Bueno,Sí,1987-08-09,
00-86800757,Trinidad,Nogués,Hombre,Managua,Tipitapa,2019-07-18,Ventas,Especialista de Ventas,Licenciatura,89766,Satisfactorio,No,1988-02-19,
00-30979701,Jonatan,Duran,Mujer,Managua,Tipitapa,2020-08-29,Operaciones,Especialista en Inventario,Licenciatura,54189,Satisfactorio,No,1991-03-13,
00-76396319,Casemiro,Torrecilla,Mujer,Managua,Managua,2020-02-11,Ventas,Representante de Ventas,Licenciatura,70326,Bueno,No,1980-07-24,
00-57347151,Débora,Sierra,Hombre,Managua,Ciudad Sandino,2022-04-29,Atención al Cliente,Gerente de Atención al Cliente,Maestría,91990,Bueno,Sí,1992-02-09,
00-18244186,Cleto,Salgado,Hombre,Managua,Ciudad Sandino,2015-03-06,Operaciones,Coordinador de Logística,Licenciatura,67828,Bueno,No,1984-02-05,
00-59178730,Santiago,Baños,Hombre,Matagalpa,San Ramón,2018-08-06,Operaciones,Coordinador de Logística,Licenciatura,68958,Bueno,Sí,1991-09-11,
00-13610435,Isidora,Pinilla,Hombre,Managua,Tipitapa,2022-04-30,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,60554,Excelente,Sí,2002-02-08,
00-61079694,Filomena,Barriga,Hombre,Rivas,San Jorge,2016-02-03,Finanzas,Contador,Licenciatura,82895,Satisfactorio,No,1973-03-25,
00-65288255,Olga,Chamorro,Hombre,Managua,Ciudad Sandino,2018-11-19,Ventas,Especialista de Ventas,Maestría,73362,Bueno,No,1996-03-14,
00-43234179,Vanesa,Abad,Hombre,Rivas,Rivas,2017-10-03,Operaciones,Especialista en Inventario,Secundaria,61621,Satisfactorio,Sí,1983-09-27,
00-21400686,Gertrudis,Company,Mujer,Matagalpa,Matiguás,2024-06-14,Atención al Cliente,Especialista de Soporte,Secundaria,56124,Necesita Mejora,No,1985-02-04,
00-50924657,Lupe,Porta,Mujer,Managua,Tipitapa,2016-08-12,Operaciones,Especialista en Inventario,Licenciatura,61643,Excelente,Sí,1991-04-11,
00-82265081,Victoriano,Ferrán,Hombre,Managua,Tipitapa,2018-03-16,Operaciones,Analista de Operaciones,Licenciatura,83446,Necesita Mejora,No,1981-09-05,
00-66703371,Saturnina,Moliner,Hombre,Managua,Ciudad Sandino,2020-04-19,Operaciones,Coordinador de Logística,Licenciatura,71108,Excelente,No,1970-09-21,
00-12738346,Narcisa,Mayo,Hombre,Managua,Ciudad Sandino,2022-12-01,TI,Gerente de TI,Doctorado,125068,Bueno,No,1963-12-30,
00-52481834,Trinidad,Ocaña,Hombre,Masaya,Masaya,2018-12-27,Ventas,Consultor de Ventas,Maestría,81063,Excelente,No,1987-12-09,
00-86844836,Dafne,Aguiló,Hombre,Managua,Managua,2016-08-11,Operaciones,Coordinador de Logística,Licenciatura,68324,Bueno,No,1979-05-27,
00-37636546,Arcelia,Quintero,Mujer,Managua,Managua,2018-11-05,Atención al Cliente,Especialista de Soporte,Secundaria,57943,Bueno,No,2004-08-21,
00-99575241,Reyes,Mariscal,Hombre,Managua,Ciudad Sandino,2018-01-23,Operaciones,Analista de Operaciones,Maestría,69144,Bueno,Sí,1969-12-12,
00-58765904,Valentina,Baena,Hombre,Managua,Managua,2024-01-01,Atención al Cliente,Representante de Atención al Cliente,Secundaria,63117,Satisfactorio,No,1970-06-13,
00-95287876,Charo,Palomar,Hombre,Managua,Ciudad Sandino,2023-02-09,TI,Gerente de TI,Maestría,88270,Bueno,No,2000-05-29,
00-81918425,Lope,Anguita,Hombre,Managua,Ciudad Sandino,2017-03-27,Atención al Cliente,Técnico de Mesa de Ayuda,Licenciatura,67301,Bueno,No,1981-10-18,
00-49905650,Julia,Prado,Mujer,Matagalpa,Matiguás,2024-08-16,Ventas,Especialista de Ventas,Doctorado,79890,Excelente,Sí,1981-01-23,
00-40317902,Leonor,Piñeiro,Mujer,Managua,Managua,2021-05-28,Operaciones,Especialista en Inventario,Licenciatura,54137,Excelente,Sí,1986-09-11,
00-87603784,Trinidad,Galván,Mujer,Managua,Managua,2016-08-29,TI,Especialista de Soporte TI,Secundaria,62965,Bueno,No,1979-06-19,
00-19028796,Aitana,Chamorro,Mujer,Rivas,San Juan del Sur,2020-03-09,Ventas,Especialista de Ventas,Licenciatura,56527,Satisfactorio,No,1986-11-11,
00-67325182,Rodrigo,Palomino,Mujer,Managua,Ciudad Sandino,2017-11-02,Marketing,Coordinador de Marketing,Licenciatura,63748,Satisfactorio,No,1968-09-03,
00-50513220,Fabio,Maldonado,Mujer,Matagalpa,Matagalpa,2020-12-30,Marketing,Coordinador de Marketing,Licenciatura,72253,Bueno,Sí,1999-09-15,
00-99047650,Herminia,Casas,Hombre,Managua,Managua,2020-02-19,TI,Desarrollador de Software,Licenciatura,86919,Bueno,No,1978-04-24,
00-63995920,Calixto,Alcázar,Hombre,Managua,Tipitapa,2017-02-22,Operaciones,Especialista en Inventario,Secundaria,62356,Bueno,Sí,1991-05-19,
00-83492593,Sonia,Torrecilla,Hombre,Managua,Ciudad Sandino,2017-08-28,Ventas,Especialista de Ventas,Maestría,62565,Bueno,No,1969-11-20,
00-79286427,Elías,Blazquez,Hombre,Managua,Tipitapa,2023-02-19,Atención al Cliente,Representante de Atención al Cliente,Secundaria,56644,Bueno,Sí,1977-08-27,
00-38582041,Noelia,Ricart,Hombre,Managua,Managua,2022-11-10,Atención al Cliente,Gerente de Atención al Cliente,Doctorado,81212,Bueno,No,1965-02-06,
00-45961754,Tere,Roig,Mujer,Masaya,Nindirí,2024-08-15,Atención al Cliente,Especialista de Soporte,Licenciatura,59177,Bueno,No,2003-04-26,
00-92466364,Wálter,Vergara,Hombre,Managua,Tipitapa,2023-06-04,Operaciones,Analista de Operaciones,Licenciatura,90941,Satisfactorio,No,1979-12-31,
00-94122098,Oriana,Sandoval,Hombre,Rivas,Rivas,2016-05-20,Ventas,Especialista de Ventas,Maestría,74572,Satisfactorio,No,1998-10-05,
00-72073912,Jaime,Estevez,Mujer,Managua,Ciudad Sandino,2017-06-04,Operaciones,Especialista en Inventario,Secundaria,61803,Bueno,Sí,1980-12-25,
00-50302318,Adrián,Valentín,Hombre,Managua,Managua,2023-11-05,Ventas,Consultor de Ventas,Maestría,88878,Excelente,No,1996-02-05,
00-18647316,Jordi,Valls,Mujer,Masaya,Niquinohomo,2021-04-09,Finanzas,Gerente de Finanzas,Maestría,103057,Excelente,No,1987-08-27,
00-48526473,Ángeles,Pedraza,Hombre,Masaya,Masaya,2021-01-13,Operaciones,Coordinador de Logística,Licenciatura,66294,Bueno,Sí,1974-11-11,
00-90696029,Anselmo,Tomas,Mujer,Matagalpa,San Ramón,2017-09-14,TI,Desarrollador de Software,Licenciatura,84421,Bueno,No,1977-10-24,
00-30127592,Daniel,Tirado,Mujer,Managua,Tipitapa,2017-12-17,Ventas,Especialista de Ventas,Maestría,89779,Bueno,No,1977-04-06,
00-51680049,Cebrián,Cifuentes,Mujer,Managua,Ciudad Sandino,2019-09-23,Ventas,Representante de Ventas,Licenciatura,57226,Bueno,No,1982-11-21,
00-66642448,Belen,Losa,Mujer,Managua,Ciudad Sandino,2021-06-19,Atención al Cliente,Especialista de Soporte,Licenciatura,60928,Satisfactorio,Sí,1977-03-26,
00-31388734,Cayetano,Zabala,Hombre,Managua,Ciudad Sandino,2017-11-20,TI,Desarrollador de Software,Licenciatura,91760,Satisfactorio,No,2003-12-31,
